context number,rate
325,0.20648217
326,0.20648217
327,0.20648217
328,0.20648217
329,0.20648217
330,0.20648217
331,0.20648217
332,0.20648217
333,0.20648217
334,0.20648217
335,0.20648217
336,0.20648217
337,0.20648217
338,0.20648217
339,0.20648217
340,0.20648217
341,0.20648217
342,0.20648217
343,0.20648217
344,0.20648217
345,0.20648217
346,0.20648217
347,0.20648217
348,0.20648217
349,0.20648217
350,0.20648217
351,0.20648217
352,0.20648217
353,0.20648217
354,0.20648217
355,0.20648217
356,0.20648217
357,0.20648217
358,0.20648217
359,0.20648217
360,0.20648217
361,0.20648217
362,0.20648217
363,0.20648217
364,0.20648217
365,0.20648217
366,0.20648217
367,0.20648217
368,0.20648217
369,0.20648217
370,0.20648217
371,0.20648217
372,0.20648217
373,0.20648217
374,0.20648217
375,0.20648217
376,0.20648217
377,0.20648217
378,0.20648217
379,0.20648217
380,0.20648217
381,0.20648217
382,0.20648217
383,0.20648217
384,0.20648217
385,0.20648217
386,0.20648217
387,0.20648217
388,0.20648217
389,0.20648217
390,0.20648217
391,0.20648217
392,0.20648217
393,0.20648217
394,0.20648217
395,0.20648217
396,0.20648217
397,0.20648217
398,0.20648217
399,0.20648217
400,0.20648217
401,0.20648217
402,0.20648217
403,0.20648217
404,0.20648217
405,0.20648217
406,0.20648217
407,0.20648217
408,0.20648217
409,0.20648217
410,0.20648217
411,0.20648217
412,0.20648217
413,0.20648217
414,0.20648217
415,0.20648217
416,0.20648217
417,0.20648217
418,0.20648217
419,0.20648217
420,0.20648217
421,0.20648217
422,0.20648217
423,0.20648217
424,0.20648217
425,0.20648217
426,0.20648217
427,0.20648217
428,0.20648217
429,0.20648217
430,0.20648217
431,0.20648217
432,0.20648217
433,0.20648217
434,0.20648217
435,0.20648217
436,0.20648217
437,0.20648217
438,0.20648217
439,0.20648217
440,0.20648217
441,0.20648217
442,0.20648217
443,0.20648217
444,0.20648217
445,0.20648217
446,0.20648217
447,0.20648217
448,0.20648217
449,0.20648217
450,0.20648217
451,0.206466
452,0.16350084
453,0.1596305
454,0.1591179
455,0.15889495
456,0.15871983
457,0.15861314
458,0.15855556
459,0.1585291
460,0.15851956
461,0.1585143
462,0.15851247
463,0.1585117
464,0.15851134
465,0.15850895
466,0.1585076
467,0.15850687
468,0.1585009
469,0.15849846
470,0.1584958
471,0.15849494
472,0.15849465
473,0.1584932
474,0.1584927
475,0.1584817
476,0.1584777
477,0.15847635
478,0.158476
479,0.158476
480,0.158476
481,0.15847545
482,0.1584753
483,0.1584751
484,0.15847337
485,0.1584728
486,0.1584725
487,0.1584725
488,0.1584717
489,0.1584716
490,0.15847134
491,0.15847134
492,0.1584665
493,0.1584665
494,0.1584665
495,0.1584665
496,0.1584665
497,0.1584665
498,0.1584665
499,0.1584665
500,0.1584665
501,0.1584665
502,0.1584665
503,0.1584665
504,0.1584665
505,0.1584665
506,0.1584665
507,0.1584665
508,0.1584665
509,0.1584665
510,0.1584665
511,0.1584665
512,0.1584665
513,0.1584665
514,0.1584665
515,0.1584665
516,0.1584665
517,0.1584665
518,0.1584665
519,0.1584665
520,0.1584665
521,0.1584665
522,0.1584665
523,0.1584665
524,0.1584665
525,0.1584665
526,0.1584665
527,0.1584665
528,0.1584665
529,0.1584643
530,0.15846383
531,0.15846383
532,0.1584638
533,0.1584638
534,0.1584634
535,0.1584626
536,0.1584622
537,0.15846204
538,0.15842044
539,0.1583959
540,0.15838265
541,0.15837794
542,0.15837794
543,0.15837794
544,0.15837794
545,0.15837794
546,0.15837794
547,0.15837794
548,0.15837794
549,0.15837794
550,0.15837794
551,0.15837794
552,0.15837794
553,0.15837794
554,0.15837794
555,0.15837794
556,0.15837794
557,0.15837794
558,0.15837794
559,0.15837794
560,0.15837794
561,0.15837794
562,0.15837794
563,0.15837794
564,0.15837794
565,0.15837794
566,0.15837794
567,0.15837794
568,0.15837794
569,0.15837794
570,0.1583765
571,0.1583761
572,0.1583758
573,0.1583758
574,0.15837496
575,0.15837484
576,0.15836894
577,0.1583658
578,0.15836405
579,0.1583631
580,0.15835976
581,0.1583584
582,0.1583581
583,0.1583574
584,0.1583571
585,0.1583571
586,0.15835565
587,0.15835535
588,0.1583553
589,0.1583553
590,0.1583404
591,0.15833353
592,0.1583299
593,0.1583285
594,0.1583278
595,0.158324
596,0.15832245
597,0.1583218
598,0.15831375
599,0.15831005
600,0.1583086
601,0.1583082
602,0.158308
603,0.1583079
604,0.1583061
605,0.1583053
606,0.1583006
607,0.1582985
608,0.1582721
609,0.15826165
610,0.1582563
611,0.1582546
612,0.15825396
613,0.15825366
614,0.1582528
615,0.15825235
616,0.15825235
617,0.1582522
618,0.15825015
619,0.1582493
620,0.158249
621,0.158249
622,0.1582486
623,0.1582484
624,0.1582472
625,0.158241
626,0.1582381
627,0.1582368
628,0.158236
629,0.1582359
630,0.1582345
631,0.1582342
632,0.1582311
633,0.1582291
634,0.15821677
635,0.15821087
636,0.1582086
637,0.1582075
638,0.15820604
639,0.1582031
640,0.1582026
641,0.1582023
642,0.1582007
643,0.15819025
644,0.15818595
645,0.1581841
646,0.15818303
647,0.15818035
648,0.15817964
649,0.15817934
650,0.158175
651,0.1581725
652,0.1581714
653,0.15817
654,0.15810996
655,0.1580699
656,0.15805256
657,0.15804606
658,0.15804606
659,0.15804606
660,0.15804606
661,0.15804606
662,0.15804606
663,0.15804606
664,0.15804606
665,0.15804606
666,0.15804606
667,0.15804606
668,0.15804606
669,0.15804606
670,0.15804606
671,0.15804606
672,0.15804606
673,0.15804606
674,0.15804606
675,0.15804606
676,0.15804606
677,0.15804606
678,0.15804606
679,0.15804606
680,0.15804606
681,0.15804606
682,0.15804606
683,0.15804606
684,0.15804606
685,0.15804606
686,0.15804606
687,0.15804606
688,0.15804606
689,0.15804606
690,0.15804606
691,0.15804606
692,0.15804606
693,0.15804606
694,0.15804606
695,0.15804606
696,0.15804326
697,0.15804237
698,0.1580421
699,0.1580421
700,0.1580407
701,0.1580407
702,0.1580407
703,0.15804064
704,0.15804064
705,0.15804064
706,0.15804064
707,0.1580406
708,0.1580406
709,0.1580403
710,0.1580401
711,0.1580401
712,0.15803074
713,0.1580271
714,0.15802514
715,0.1580244
716,0.1580243
717,0.15802407
718,0.1580239
719,0.1580231
720,0.1580228
721,0.15802276
722,0.15802276
723,0.1580189
724,0.1580173
725,0.1580155
726,0.1580148
727,0.1580147
728,0.1580134
729,0.1579929
730,0.15798324
731,0.157979
732,0.15797704
733,0.1579763
734,0.1579714
735,0.15796965
736,0.1579692
737,0.1579692
738,0.1579678
739,0.1579675
740,0.1579675
741,0.15796685
742,0.15796685
743,0.15796405
744,0.15795403
745,0.1579498
746,0.15794867
747,0.1579483
748,0.1579478
749,0.1579458
750,0.15794533
751,0.1579441
752,0.1579437
753,0.15794354
754,0.1579432
755,0.157943
756,0.15793794
757,0.15793627
758,0.15793544
759,0.15793514
760,0.15793514
761,0.157934
762,0.15793114
763,0.1579305
764,0.1579302
765,0.1578799
766,0.15785855
767,0.157847
768,0.1578413
769,0.1578391
770,0.15783834
771,0.15783745
772,0.1578346
773,0.15782684
774,0.1578234
775,0.1578218
776,0.15782123
777,0.1578211
778,0.157819
779,0.15781533
780,0.1578134
781,0.15781235
782,0.1577954
783,0.15778714
784,0.15778374
785,0.1577825
786,0.1577822
787,0.15778213
788,0.15778213
789,0.1577817
790,0.15778154
791,0.1577798
792,0.15777885
793,0.15777885
794,0.15777885
795,0.1577748
796,0.157773
797,0.15777194
798,0.15777003
799,0.15776133
800,0.1577582
801,0.157757
802,0.15775674
803,0.1577566
804,0.15775465
805,0.15775465
806,0.1577546
807,0.1577546
808,0.1577546
809,0.1577503
810,0.1577486
811,0.1577479
812,0.15774583
813,0.15774506
814,0.1577439
815,0.15772116
816,0.1577141
817,0.1577141
818,0.1577141
819,0.1577141
820,0.1577141
821,0.1577141
822,0.1577141
823,0.1577141
824,0.1577141
825,0.1577141
826,0.1577141
827,0.1577141
828,0.1577141
829,0.1577141
830,0.1577141
831,0.1577141
832,0.1577141
833,0.1577141
834,0.1577141
835,0.1577141
836,0.1577141
837,0.1577141
838,0.1577141
839,0.1577141
840,0.1577141
841,0.1577141
842,0.1577141
843,0.1577141
844,0.1577141
845,0.1577141
846,0.1577141
847,0.1577141
848,0.1577141
849,0.1577141
850,0.1577141
851,0.1577141
852,0.1577141
853,0.1577141
854,0.1577141
855,0.1577141
856,0.1577141
857,0.1577109
858,0.1577094
859,0.1577092
860,0.157709
861,0.15770864
862,0.1577085
863,0.1577069
864,0.15770655
865,0.1577064
866,0.1577054
867,0.1577051
868,0.157695
869,0.1576907
870,0.1576893
871,0.1576888
872,0.1576882
873,0.15768796
874,0.15768647
875,0.15768593
876,0.15768575
877,0.15768516
878,0.157685
879,0.1576799
880,0.15767776
881,0.15767705
882,0.15767675
883,0.15767675
884,0.15767556
885,0.1576752
886,0.1576747
887,0.1576747
888,0.15767234
889,0.15767157
890,0.15767145
891,0.15767097
892,0.15767097
893,0.15767
894,0.1576699
895,0.1575576
896,0.1574898
897,0.15744984
898,0.1574318
899,0.1574237
900,0.1574237
901,0.1574237
902,0.1574237
903,0.1574237
904,0.1574237
905,0.1574237
906,0.1574237
907,0.1574237
908,0.1574237
909,0.1574237
910,0.1574237
911,0.1574237
912,0.1574237
913,0.1574237
914,0.1574237
915,0.1574237
916,0.1574237
917,0.1574237
918,0.1574237
919,0.1574237
920,0.1574237
921,0.1574237
922,0.1574237
923,0.1574237
924,0.1574237
925,0.1574237
926,0.1574237
927,0.1574237
928,0.1574237
929,0.1574237
930,0.1574237
931,0.1574237
932,0.1574237
933,0.1574237
934,0.1574237
935,0.1574237
936,0.1574237
937,0.1574237
938,0.1574196
939,0.15741837
940,0.15741807
941,0.157418
942,0.157418
943,0.1574173
944,0.1574172
945,0.1574153
946,0.1574149
947,0.1574139
948,0.15741366
949,0.15741366
950,0.1574131
951,0.157402
952,0.1573973
953,0.15739566
954,0.1573951
955,0.15739494
956,0.1573938
957,0.1573935
958,0.15739035
959,0.1573889
960,0.15738856
961,0.1573884
962,0.1573828
963,0.1573804
964,0.1573797
965,0.15737885
966,0.1573785
967,0.15737813
968,0.1573756
969,0.15737473
970,0.1573743
971,0.1573513
972,0.1573393
973,0.15733325
974,0.157331
975,0.1573299
976,0.1573285
977,0.15732794
978,0.15732556
979,0.15732455
980,0.1573245
981,0.1573245
982,0.1573242
983,0.157323
984,0.15732246
985,0.15731585
986,0.1573126
987,0.15731054
988,0.1573069
989,0.1572935
990,0.1572873
991,0.15728443
992,0.15728276
993,0.15727883
994,0.15727126
995,0.1572685
996,0.1572672
997,0.1572656
998,0.157265
999,0.1572648
1000,0.15726405
1010,0.15715444
1020,0.15712770
1030,0.15707660
1040,0.15704490
1050,0.15702230
1060,0.15694410
1070,0.15691620
1080,0.15687835
1090,0.15684413
1100,0.15684115
1110,0.15670820
1120,0.15644460
1130,0.15641860
1140,0.15633684
1150,0.15630290
1160,0.15623920
1170,0.15618485
1180,0.15608070
1190,0.15601557
1200,0.15597873
1210,0.15591835
1220,0.15586600
1230,0.15583187
1240,0.15570200
1250,0.15566680
1260,0.15562593
1270,0.15554460
1280,0.15550310
1290,0.15548187
1300,0.15546560
1310,0.15536280
1320,0.15530526
1330,0.15525674
1340,0.15519696
1350,0.15514990
1360,0.15509830
1370,0.15484446
1380,0.15482530
1390,0.15479060
1400,0.15476673
1410,0.15465134
1420,0.15457390
1430,0.15451186
1440,0.15444450
1450,0.15437250
1460,0.15429866
1470,0.15422170
1480,0.15411680
1490,0.15402340
1500,0.15397670
1510,0.15394260
1520,0.15389730
1530,0.15380530
1540,0.15374710
1550,0.15367406
1560,0.15365240
1570,0.15359640
1580,0.15341440
1590,0.15336520
1600,0.15330195
1610,0.15327590
1620,0.15316160
1630,0.15312826
1640,0.15305910
1650,0.15302210
1660,0.15293997
1670,0.15287023
1680,0.15275970
1690,0.15266330
1700,0.15260845
1710,0.15252370
1720,0.15231220
1730,0.15226870
1740,0.15220296
1750,0.15212870
1760,0.15206897
1770,0.15202280
1780,0.15191790
1790,0.15189236
1800,0.15185320
1810,0.15184044
1820,0.15181650
1830,0.15168710
1840,0.15160405
1850,0.15155180
1860,0.15147400
1870,0.15134930
1880,0.15131960
1890,0.15127980
1900,0.15121270
1910,0.15116310
1920,0.15101580
1930,0.15094730
1940,0.15086250
1950,0.15080290
1960,0.15075623
1970,0.15068525
1980,0.15064764
1990,0.15057140
2000,0.15047204
2010,0.15031015
2020,0.15011830
2030,0.15003460
2040,0.14996236
2050,0.14990550
2060,0.14985250
2070,0.14976710
2080,0.14969104
2090,0.14964440
2100,0.14952570
2110,0.14950050
2120,0.14945270
2130,0.14941084
2140,0.14928390
2150,0.14925870
2160,0.14921456
2170,0.14916914
2180,0.14905420
2190,0.14897360
2200,0.14888130
2210,0.14878810
2220,0.14870935
2230,0.14860140
2240,0.14852330
2250,0.14844150
2260,0.14821670
2270,0.14818996
2280,0.14813700
2290,0.14808600
2300,0.14801560
2310,0.14794284
2320,0.14789640
2330,0.14774525
2340,0.14769320
2350,0.14760280
2360,0.14752584
2370,0.14742460
2380,0.14738106
2390,0.14731070
2400,0.14726567
2410,0.14717250
2420,0.14711034
2430,0.14702530
2440,0.14692610
2450,0.14688307
2460,0.14669800
2470,0.14668050
2480,0.14664350
2490,0.14661620
2500,0.14652620
2510,0.14650845
2520,0.14646846
2530,0.14639090
2540,0.14635145
2550,0.14628600
2560,0.14615170
2570,0.14605880
2580,0.14594680
2590,0.14585390
2600,0.14578276
2610,0.14565830
2620,0.14559674
2630,0.14550530
2640,0.14545565
2650,0.14535910
2660,0.14528200
2670,0.14490170
2680,0.14457940
2690,0.14450950
2700,0.14445190
2710,0.14439700
2720,0.14438970
2730,0.14433693
2740,0.14430980
2750,0.14420694
2760,0.14417450
2770,0.14413124
2780,0.14405110
2790,0.14401130
2800,0.14396350
2810,0.14391370
2820,0.14375490
2830,0.14363120
2840,0.14359000
2850,0.14356660
2860,0.14346545
2870,0.14340640
2880,0.14334595
2890,0.14327170
2900,0.14321804
2910,0.14314156
2920,0.14300507
2930,0.14295583
2940,0.14289610
2950,0.14285284
2960,0.14283060
2970,0.14281080
2980,0.14268845
2990,0.14262205
3000,0.14254680
3010,0.14249260
3020,0.14238020
3030,0.14232910
3040,0.14225960
3050,0.14215370
3060,0.14205470
3070,0.14200484
3080,0.14193290
3090,0.14174926
3100,0.14168685
3110,0.14163920
3120,0.14160460
3130,0.14148850
3140,0.14140343
3150,0.14134140
3160,0.14123463
3170,0.14118450
3180,0.14111626
3190,0.14106595
3200,0.14099586
3210,0.14081350
3220,0.14076510
3230,0.14073073
3240,0.14065283
3250,0.14059220
3260,0.14055037
3270,0.14043760
3280,0.14037220
3290,0.14029870
3300,0.14019970
3310,0.14010125
3320,0.14002630
3330,0.13986533
3340,0.13977783
3350,0.13969380
3360,0.13964300
3370,0.13952463
3380,0.13941854
3390,0.13933926
3400,0.13918876
3410,0.13913655
3420,0.13904450
3430,0.13896500
3440,0.13886170
3450,0.13879730
3460,0.13877840
3470,0.13869480
3480,0.13864260
3490,0.13854634
3500,0.13845340
3510,0.13824516
3520,0.13816520
3530,0.13807590
3540,0.13802540
3550,0.13792610
3560,0.13787280
3570,0.13774025
3580,0.13769610
3590,0.13762295
3600,0.13758530
3610,0.13753750
3620,0.13749897
3630,0.13741570
3640,0.13734480
3650,0.13725480
3660,0.13716710
3670,0.13700220
3680,0.13695925
3690,0.13693416
3700,0.13686020
3710,0.13683610
3720,0.13682190
3730,0.13677400
3740,0.13666325
3750,0.13662976
3760,0.13660090
3770,0.13656854
3780,0.13655906
3790,0.13652540
3800,0.13643810
3810,0.13641035
3820,0.13638540
3830,0.13632430
3840,0.13628860
3850,0.13625210
3860,0.13599973
3870,0.13592510
3880,0.13589596
3890,0.13583266
3900,0.13581890
3910,0.13579840
3920,0.13573426
3930,0.13568776
3940,0.13556087
3950,0.13551914
3960,0.13546300
3970,0.13541710
3980,0.13529455
3990,0.13525100
4000,0.13517150
4010,0.13511157
4020,0.13501830
4030,0.13497290
4040,0.13489264
4050,0.13482010
4060,0.13464990
4070,0.13459580
4080,0.13454390
4090,0.13452460
4100,0.13446070
4110,0.13443154
4120,0.13433680
4130,0.13420880
4140,0.13420057
4150,0.13418227
4160,0.13413790
4170,0.13412326
4180,0.13410055
4190,0.13408076
4200,0.13400036
4210,0.13396286
4220,0.13393735
4230,0.13387477
4240,0.13386905
4250,0.13383257
4260,0.13381670
4270,0.13358443
4280,0.13350445
4290,0.13345956
4300,0.13344160
4310,0.13334660
4320,0.13329360
4330,0.13322037
4340,0.13315010
4350,0.13302490
4360,0.13297440
4370,0.13289713
4380,0.13286620
4390,0.13274460
4400,0.13266986
4410,0.13258266
4420,0.13254050
4430,0.13245540
4440,0.13236590
4450,0.13225250
4460,0.13218337
4470,0.13209646
4480,0.13203770
4490,0.13193607
4500,0.13181394
4510,0.13166135
4520,0.13160530
4530,0.13152890
4540,0.13144990
4550,0.13140160
4560,0.13128890
4570,0.13121570
4580,0.13115230
4590,0.13110774
4600,0.13106340
4610,0.13095355
4620,0.13092920
4630,0.13091063
4640,0.13085633
4650,0.13082015
4660,0.13072560
4670,0.13064650
4680,0.13059720
4690,0.13049320
4700,0.13042914
4710,0.13039505
4720,0.13008207
4730,0.12995105
4740,0.12992190
4750,0.12990695
4760,0.12986910
4770,0.12985810
4780,0.12983316
4790,0.12974506
4800,0.12972690
4810,0.12969994
4820,0.12968736
4830,0.12965320
4840,0.12964000
4850,0.12964000
4860,0.12964000
4870,0.12964000
4880,0.12963060
4890,0.12960904
4900,0.12959690
4910,0.12957990
4920,0.12940030
4930,0.12936997
4940,0.12931030
4950,0.12929415
4960,0.12924940
4970,0.12922644
4980,0.12922644
4990,0.12922644
5000,0.12922096
5010,0.12920080
5020,0.12915210
5030,0.12913280
5040,0.12910010
5050,0.12898180
5060,0.12896280
5070,0.12893086
5080,0.12891226
5090,0.12886300
5100,0.12882465
5110,0.12880510
5120,0.12873154
5130,0.12870130
5140,0.12864375
5150,0.12861764
5160,0.12855520
5170,0.12828130
5180,0.12826670
5190,0.12824463
5200,0.12823850
5210,0.12817690
5220,0.12816697
5230,0.12815070
5240,0.12811535
5250,0.12809850
5260,0.12797120
5270,0.12797120
5280,0.12797120
5290,0.12797120
5300,0.12796400
5310,0.12792700
5320,0.12791925
5330,0.12786364
5340,0.12784034
5350,0.12781080
5360,0.12778870
5370,0.12777745
5380,0.12767976
5390,0.12766337
5400,0.12762284
5410,0.12759690
5420,0.12757503
5430,0.12752735
5440,0.12752030
5450,0.12752030
5460,0.12752030
5470,0.12751540
5480,0.12748580
5490,0.12747126
5500,0.12726380
5510,0.12721810
5520,0.12720460
5530,0.12712585
5540,0.12711480
5550,0.12709206
5560,0.12707900
5570,0.12701636
5580,0.12698940
5590,0.12689834
5600,0.12687960
5610,0.12684990
5620,0.12680030
5630,0.12676670
5640,0.12675184
5650,0.12672570
5660,0.12671140
5670,0.12668246
5680,0.12666990
5690,0.12651770
5700,0.12648290
5710,0.12645510
5720,0.12638574
5730,0.12636274
5740,0.12635046
5750,0.12630100
5760,0.12626720
5770,0.12616650
5780,0.12610310
5790,0.12608720
5800,0.12605977
5810,0.12597703
5820,0.12596170
5830,0.12594070
5840,0.12588650
5850,0.12584840
5860,0.12532650
5870,0.12512230
5880,0.12511175
5890,0.12506103
5900,0.12503710
5910,0.12502800
5920,0.12497985
5930,0.12486004
5940,0.12481730
5950,0.12477320
5960,0.12473154
5970,0.12466800
5980,0.12462860
5990,0.12460166
6000,0.12455640
6010,0.12452304
6020,0.12437520
6030,0.12426810
6040,0.12419190
6050,0.12411650
6060,0.12400966
6070,0.12391770
6080,0.12386000
6090,0.12378174
6100,0.12368947
6110,0.12363590
6120,0.12359690
6130,0.12353080
6140,0.12347530
6150,0.12343100
6160,0.12331366
6170,0.12323766
6180,0.12317290
6190,0.12312390
6200,0.12303210
6210,0.12298180
6220,0.12289416
6230,0.12285680
6240,0.12282085
6250,0.12279310
6260,0.12254870
6270,0.12252540
6280,0.12247043
6290,0.12243884
6300,0.12241900
6310,0.12233304
6320,0.12228620
6330,0.12225430
6340,0.12216347
6350,0.12208920
6360,0.12201420
6370,0.12184480
6380,0.12178754
6390,0.12170500
6400,0.12161710
6410,0.12156170
6420,0.12143750
6430,0.12134560
6440,0.12126326
6450,0.12119007
6460,0.12105137
6470,0.12100610
6480,0.12094510
6490,0.12090260
6500,0.12082120
6510,0.12078420
6520,0.12070673
6530,0.12064350
6540,0.12061160
6550,0.12037694
6560,0.12031480
6570,0.12024190
6580,0.12016920
6590,0.12014484
6600,0.12009483
6610,0.12004740
6620,0.11993560
6630,0.11991660
6640,0.11987453
6650,0.11985063
6660,0.11979460
6670,0.11974537
6680,0.11972033
6690,0.11954694
6700,0.11948620
6710,0.11943864
6720,0.11935985
6730,0.11934477
6740,0.11927324
6750,0.11921250
6760,0.11920120
6770,0.11914116
6780,0.11898010
6790,0.11895680
6800,0.11889946
6810,0.11881640
6820,0.11876857
6830,0.11871180
6840,0.11864763
6850,0.11853920
6860,0.11844750
6870,0.11835986
6880,0.11827430
6890,0.11818015
6900,0.11810344
6910,0.11803680
6920,0.11796400
6930,0.11789860
6940,0.11781483
6950,0.11770640
6960,0.11763780
6970,0.11755347
6980,0.11748930
6990,0.11723740
7000,0.11720440
7010,0.11719450
7020,0.11719450
7030,0.11719450
7040,0.11719450
7050,0.11718870
7060,0.11714360
7070,0.11713050
7080,0.11710210
7090,0.11708420
7100,0.11695730
7110,0.11691440
7120,0.11687190
7130,0.11683610
7140,0.11680704
7150,0.11672985
7160,0.11670190
7170,0.11662890
7180,0.11657250
7190,0.11633850
7200,0.11627630
7210,0.11619910
7220,0.11617046
7230,0.11612343
7240,0.11603224
7250,0.11598880
7260,0.11592250
7270,0.11587520
7280,0.11574950
7290,0.11569225
7300,0.11567110
7310,0.11563193
7320,0.11552005
7330,0.11548423
7340,0.11540960
7350,0.11532604
7360,0.11525780
7370,0.11524310
7380,0.11507850
7390,0.11504850
7400,0.11499714
7410,0.11495880
7420,0.11487543
7430,0.11483200
7440,0.11481016
7450,0.11474513
7460,0.11469150
7470,0.11452484
7480,0.11445564
7490,0.11439555
7500,0.11434460
7510,0.11423390
7520,0.11418026
7530,0.11410520
7540,0.11405265
7550,0.11392000
7560,0.11388600
7570,0.11383086
7580,0.11375874
7590,0.11370950
7600,0.11364660
7610,0.11360130
7620,0.11349620
7630,0.11348610
7640,0.11341536
7650,0.11332494
7660,0.11327340
7670,0.11320555
7680,0.11312980
